,ori_apr,apr,dataset,bug,repair_time,fl_time,pg_time,compile_time,pv_time,ncp,ntce,has_patch,insufficient_memory,filter_pass_all,filter_pass_file,insufficient_memory_2,vm_error,repeated_timeout_executions
0,dynamoth_2,dynamoth_2,defects4j,Time_4,314.79100000000005,11.017,307.34000000000003,0.442,7.4510000000000005,1,4015,yes,NO,NO,,NO,-,NO
1,dynamoth_3,dynamoth_3,defects4j,Time_4,295.94800000000004,11.017,288.778,0.244,7.17,1,4015,0,NO,YES,1_default.txt,NO,-,NO
2,nopol_1,nopol_1,defects4j,Time_11,5823.914000000001,11.575,5655.941000000001,167.407,167.973,1,6,yes,NO,NO,,NO,-,NO
3,nopol_2,nopol_2,defects4j,Time_11,5774.808,11.575,5600.476,162.251,174.332,1,3950,yes,NO,NO,,NO,-,NO
4,nopol_3,nopol_3,defects4j,Time_11,5786.5920000000015,11.575,5616.2170000000015,164.543,170.375,1,3950,0,NO,YES,1_default.txt,NO,-,NO
5,dynamoth_2,dynamoth_2,defects4j,Time_11,10.779,11.575,3.516,1.283,7.263,1,3950,yes,NO,NO,,NO,-,NO
6,dynamoth_3,dynamoth_3,defects4j,Time_11,17.986,11.575,10.897,1.116,7.089,1,3950,0,NO,YES,1_default.txt,NO,-,NO
7,nopol_2,nopol_2,defects4j,Time_14,29.991,16.1,6.096,0.274,23.895,1,3907,yes,NO,NO,,NO,-,NO
8,nopol_3,nopol_3,defects4j,Time_14,29.737000000000002,16.1,6.265000000000001,0.209,23.472,1,3907,0,YES,YES,1_default.txt,NO,-,NO
9,dynamoth_2,dynamoth_2,defects4j,Time_14,12.814,16.1,7.058,0.154,5.756,1,3907,yes,NO,NO,,NO,-,NO
10,dynamoth_3,dynamoth_3,defects4j,Time_14,12.217,16.1,6.914000000000001,0.161,5.303,1,3907,0,NO,YES,1_default.txt,NO,-,NO
11,simfix_2,simfix_1,defects4j,Time_15,7204.780999999959,10.726999999999999,0.0,6901.62099999996,0.0,8381,0,0,NO,NO,,YES,NO,NO
12,simfix_2,simfix_2,defects4j,Time_15,7212.7249999999685,10.726999999999999,0.0,6501.05299999997,408.51199999999955,7941,2230,0,NO,NO,,YES,NO,NO
13,simfix_2,simfix_3,defects4j,Time_15,8027.072,10.726999999999999,0.0,1362.8580000000002,6361.054000000001,1848,1978660,0,NO,NO,,YES,NO,NO
14,dynamoth_2,dynamoth_2,defects4j,Chart_1,20.728,11.445,14.478000000000002,0.219,6.25,1,2201,yes,NO,NO,,NO,-,NO
15,dynamoth_3,dynamoth_3,defects4j,Chart_1,20.360999999999997,11.445,14.385999999999997,0.138,5.975,1,2201,yes,NO,NO,,NO,-,NO
16,nopol_2,nopol_2,defects4j,Chart_5,20.042,20.028,4.2680000000000025,0.245,15.774,1,2041,yes,NO,NO,,NO,-,NO
17,nopol_3,nopol_3,defects4j,Chart_5,20.384999999999998,20.028,3.7799999999999976,0.165,16.605,1,2041,yes,NO,NO,,NO,-,NO
18,dynamoth_2,dynamoth_2,defects4j,Chart_5,7.239,20.028,1.4849999999999994,0.152,5.7540000000000004,1,2041,yes,NO,NO,,NO,-,NO
19,dynamoth_3,dynamoth_3,defects4j,Chart_5,7.498,20.028,1.8070000000000004,0.155,5.691,1,2041,yes,NO,NO,,NO,-,NO
20,nopol_2,nopol_2,defects4j,Chart_9,22.692,19.375,8.825000000000001,0.248,13.866999999999999,1,1821,yes,NO,NO,,NO,-,NO
21,nopol_3,nopol_3,defects4j,Chart_9,22.558999999999997,19.375,8.792999999999997,0.149,13.766,1,1821,yes,NO,NO,,NO,-,NO
22,dynamoth_2,dynamoth_2,defects4j,Chart_9,195.86599999999999,19.375,189.07899999999998,0.821,6.787,5,1821,yes,NO,NO,,NO,-,NO
23,dynamoth_3,dynamoth_3,defects4j,Chart_9,2058.715,19.375,2058.715,0.0,0.0,2,0,0,NO,NO,,NO,-,NO
24,nopol_2,nopol_2,defects4j,Chart_13,30.031000000000002,18.273,16.438000000000002,0.218,13.593,1,1799,yes,NO,NO,,NO,-,NO
25,nopol_3,nopol_3,defects4j,Chart_13,31.619,18.273,16.994,0.149,14.625,1,1799,yes,NO,NO,,NO,-,NO
26,dynamoth_2,dynamoth_2,defects4j,Chart_13,12.468,18.273,7.157,0.084,5.311,1,1799,yes,NO,NO,,NO,-,NO
27,dynamoth_3,dynamoth_3,defects4j,Chart_13,11.936999999999998,18.273,6.992999999999997,0.089,4.944000000000001,1,1799,yes,NO,NO,,NO,-,NO
28,dynamoth_2,dynamoth_2,defects4j,Chart_15,79.46299999999995,9.21,74.26099999999995,0.12,5.202,1,1790,yes,NO,NO,,NO,-,NO
29,dynamoth_3,dynamoth_3,defects4j,Chart_15,79.52699999999993,9.21,74.53899999999993,0.109,4.9879999999999995,1,1790,yes,NO,NO,,NO,-,NO
30,nopol_2,nopol_2,defects4j,Chart_17,8.723,12.812,2.258,0.214,6.465000000000001,1,1750,yes,NO,NO,,NO,-,NO
31,nopol_3,nopol_3,defects4j,Chart_17,8.274,12.812,2.171999999999999,0.203,6.102,1,1750,yes,NO,NO,,NO,-,NO
32,dynamoth_2,dynamoth_2,defects4j,Chart_17,7.244,12.812,1.952,0.21,5.292,1,1750,yes,NO,NO,,NO,-,NO
33,dynamoth_3,dynamoth_3,defects4j,Chart_17,6.739,12.812,1.842999999999999,0.15,4.896000000000001,1,1750,yes,NO,NO,,NO,-,NO
34,nopol_2,nopol_2,defects4j,Chart_21,12.574,12.005,5.046,0.095,7.528,1,1655,yes,NO,NO,,NO,-,NO
35,nopol_3,nopol_3,defects4j,Chart_21,12.105,12.005,5.282,0.097,6.823,1,1655,yes,NO,NO,,NO,-,NO
36,nopol_2,nopol_2,defects4j,Chart_25,10.280999999999999,11.274,3.7859999999999987,0.202,6.495,1,1625,yes,NO,NO,,NO,-,NO
37,nopol_3,nopol_3,defects4j,Chart_25,12.704999999999998,11.274,5.124999999999998,0.243,7.58,1,1625,yes,NO,NO,,NO,-,NO
38,dynamoth_2,dynamoth_2,defects4j,Chart_25,7.2989999999999995,11.274,1.9809999999999999,0.146,5.318,1,1625,yes,NO,NO,,NO,-,NO
39,dynamoth_3,dynamoth_3,defects4j,Chart_25,7.196,11.274,2.019,0.14,5.177,1,1625,yes,NO,NO,,NO,-,NO
40,nopol_2,nopol_2,defects4j,Chart_26,2229.898,13.764,2182.1200000000003,0.904,47.778000000000006,1,1599,yes,NO,NO,,NO,-,NO
41,nopol_3,nopol_3,defects4j,Chart_26,2190.881999999999,13.764,2156.5659999999993,0.54,34.316,1,1599,yes,NO,NO,,NO,-,NO
42,dynamoth_2,dynamoth_2,defects4j,Chart_26,46.425,13.764,41.007999999999996,0.174,5.417000000000001,1,1599,yes,NO,NO,,NO,-,NO
43,dynamoth_3,dynamoth_3,defects4j,Chart_26,46.202000000000005,13.764,41.304,0.209,4.898,1,1599,yes,NO,NO,,NO,-,NO
44,nopol_2,nopol_2,defects4j,Lang_7,32.295,20.732,12.504000000000005,0.086,19.790999999999997,1,2226,yes,NO,NO,,NO,-,NO
45,nopol_3,nopol_3,defects4j,Lang_7,34.988,20.732,14.427999999999997,0.111,20.560000000000002,1,2226,yes,NO,NO,,NO,-,NO
46,simfix_2,simfix_1,defects4j,Lang_7,5025.918000000002,21.566,0.0,4043.0210000000034,834.5889999999998,5380,6941,0,NO,NO,,YES,NO,NO
47,simfix_2,simfix_2,defects4j,Lang_7,4359.4630000000025,21.566,0.0,4043.0210000000034,168.13399999999976,5380,758,0,NO,NO,,YES,NO,NO
48,simfix_2,simfix_3,defects4j,Lang_7,7322.571000000003,21.566,0.0,1190.5790000000009,5983.684000000003,1620,587664,0,NO,NO,,YES,NO,NO
49,dynamoth_2,dynamoth_2,defects4j,Lang_7,18.863999999999997,20.732,2.6829999999999963,0.1,16.181,1,2226,yes,NO,NO,,NO,-,NO
50,dynamoth_3,dynamoth_3,defects4j,Lang_7,18.884,20.732,2.620000000000001,0.095,16.264,1,2226,yes,NO,NO,,NO,-,NO
51,simfix_2,simfix_1,defects4j,Lang_8,7893.810999999996,26.008,0.0,1857.0219999999958,5938.044999999999,2475,16847,0,NO,NO,,NO,NO,NO
52,simfix_2,simfix_2,defects4j,Lang_8,8066.342999999997,26.008,0.0,1857.0219999999958,6110.577,2475,362,0,NO,NO,,NO,NO,NO
53,simfix_2,simfix_3,defects4j,Lang_8,7230.6410000000005,26.008,0.0,1120.847,6011.049999999999,1678,543312,0,NO,NO,,NO,NO,NO
54,simfix_2,simfix_2,defects4j,Lang_18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,dynamoth_2,dynamoth_2,defects4j,Lang_22,777.8310000000001,12.192,762.7580000000002,0.19,15.072999999999999,1,1819,yes,NO,NO,,NO,-,NO
56,dynamoth_3,dynamoth_3,defects4j,Lang_22,797.6349999999999,12.192,784.8759999999999,0.172,12.759,1,1819,yes,NO,NO,,NO,-,NO
57,simfix_2,simfix_2,defects4j,Lang_24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
58,simfix_2,simfix_2,defects4j,Lang_26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59,nopol_2,nopol_2,defects4j,Lang_27,29.044999999999995,12.749,18.117999999999995,0.075,10.927,1,1779,yes,NO,NO,,NO,-,NO
60,nopol_3,nopol_3,defects4j,Lang_27,27.487999999999996,12.749,16.638999999999996,0.098,10.849,1,1779,yes,NO,NO,,NO,-,NO
61,dynamoth_2,dynamoth_2,defects4j,Lang_27,40.09599999999999,12.749,26.26999999999999,0.102,13.826,1,1779,yes,NO,NO,,NO,-,NO
62,dynamoth_3,dynamoth_3,defects4j,Lang_27,43.650999999999996,12.749,28.796999999999997,0.153,14.854000000000001,1,1779,yes,NO,NO,,NO,-,NO
63,simfix_2,simfix_2,defects4j,Lang_36,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64,nopol_2,nopol_2,defects4j,Lang_39,20.559,10.054,11.072000000000001,0.119,9.487,1,1618,yes,NO,NO,,NO,-,NO
65,nopol_3,nopol_3,defects4j,Lang_39,21.04,10.054,11.497,0.18,9.543,1,1618,yes,NO,NO,,NO,-,NO
66,dynamoth_2,dynamoth_2,defects4j,Lang_39,27.616,10.054,15.665,0.256,11.951,1,1618,yes,NO,NO,,NO,-,NO
67,dynamoth_3,dynamoth_3,defects4j,Lang_39,28.310000000000002,10.054,16.279000000000003,0.315,12.030999999999999,1,1618,yes,NO,NO,,NO,-,NO
68,nopol_2,nopol_2,defects4j,Lang_44,81.15700000000001,14.385,68.30300000000001,0.069,12.854000000000001,1,1868,yes,NO,NO,,NO,-,NO
69,nopol_3,nopol_3,defects4j,Lang_44,81.52400000000002,14.385,68.76600000000002,0.072,12.758,1,1868,yes,NO,NO,,NO,-,NO
70,nopol_2,nopol_2,defects4j,Lang_46,13.932,14.383,1.3149999999999995,0.16,12.617,1,1818,yes,NO,NO,,NO,-,NO
71,nopol_3,nopol_3,defects4j,Lang_46,13.682,14.383,1.2430000000000003,0.195,12.439,1,1818,yes,NO,NO,,NO,-,NO
72,dynamoth_2,dynamoth_2,defects4j,Lang_46,19.09,14.383,2.7880000000000003,0.221,16.302,1,1818,yes,NO,NO,,NO,-,NO
73,dynamoth_3,dynamoth_3,defects4j,Lang_46,19.272,14.383,2.6119999999999983,0.221,16.66,1,1818,yes,NO,NO,,NO,-,NO
