,ori_apr,apr,dataset,bug,repair_time,fl_time,pg_time,compile_time,pv_time,ncp,ntce,has_patch,insufficient_memory,filter_pass_all,filter_pass_file,insufficient_memory_2,vm_error,repeated_timeout_executions
0,nopol_1,nopol_1,defects4j,Time_1,50.92400000000001,11.079,50.92400000000001,0,0,0,0,0,NO,NO,,NO,-,NO
1,simfix_0,simfix_1,defects4j,Time_1,1134.1329999999987,12.124,0.0,1073.3149999999985,0.0,1747,0,0,NO,NO,,NO,NO,NO
2,simfix_0,simfix_2,defects4j,Time_1,1229.214999999999,12.124,0.0,1074.0329999999985,94.36400000000016,1748,572,0,NO,NO,,NO,NO,NO
3,simfix_0,simfix_3,defects4j,Time_1,8146.6320000000005,12.124,0.0,1073.3149999999985,7012.499000000002,1747,2312024,0,NO,NO,,NO,NO,NO
4,tbar_0,tbar_1,defects4j,Time_1,1173.7969999999996,12.174000000000001,0.0,1159.2710000000009,0.0,1778,0,0,NO,NO,,NO,NO,NO
5,tbar_0,tbar_2,defects4j,Time_1,1336.3419999999996,12.174000000000001,0.0,1159.2710000000009,162.54500000000024,1778,960,0,NO,NO,,NO,NO,NO
6,tbar_0,tbar_3,defects4j,Time_1,7203.075000000009,12.174000000000001,0.0,1145.1910000000007,6043.358000000009,1754,3973286,0,NO,NO,,NO,NO,NO
7,dynamoth_1,dynamoth_1,defects4j,Time_1,337.67999999999995,11.079,337.67999999999995,0,0,0,0,0,NO,NO,,NO,-,NO
8,nopol_1,nopol_1,defects4j,Time_2,25.083999999999996,9.585,25.083999999999996,0,0,0,0,0,NO,NO,,NO,-,NO
9,simfix_0,simfix_1,defects4j,Time_2,1121.1520000000019,10.746,0.0,1060.2220000000016,0.0,1747,0,0,NO,NO,,NO,NO,NO
10,simfix_0,simfix_2,defects4j,Time_2,1229.841000000002,10.746,0.0,1060.8660000000016,108.0450000000001,1748,572,0,NO,NO,,NO,NO,NO
11,simfix_0,simfix_3,defects4j,Time_2,8159.016000000005,10.746,0.0,1060.2220000000016,7037.864000000003,1747,2312024,0,NO,NO,,NO,NO,NO
12,simfix_2,simfix_1,defects4j,Time_2,7188.034000000017,10.786000000000001,0.0,6897.696000000017,0.0,8684,0,0,NO,NO,,NO,NO,NO
13,simfix_2,simfix_2,defects4j,Time_2,7219.844000000006,10.786000000000001,0.0,6264.436000000005,665.0700000000011,7798,2445,0,NO,NO,,NO,NO,NO
14,simfix_2,simfix_3,defects4j,Time_2,7430.9090000000015,10.786000000000001,0.0,1187.3069999999998,5953.264000000002,1712,2255436,0,NO,NO,,NO,NO,NO
15,tbar_0,tbar_1,defects4j,Time_2,1124.003000000001,10.807,0.0,1110.1680000000008,0.0,1687,0,0,NO,NO,,NO,NO,NO
16,tbar_0,tbar_2,defects4j,Time_2,1301.948000000001,10.807,0.0,1110.894000000001,177.21899999999985,1688,919,0,NO,NO,,NO,NO,NO
17,tbar_0,tbar_3,defects4j,Time_2,7201.764000000002,10.807,0.0,1110.1680000000008,6077.761000000001,1687,3803522,0,NO,NO,,NO,NO,NO
18,tbar_1,tbar_1,defects4j,Time_2,7200.587000000023,11.012,0.0,7152.699000000023,0.0,7083,0,0,NO,NO,,NO,NO,NO
19,tbar_1,tbar_2,defects4j,Time_2,7208.578000000019,11.012,0.0,5953.83800000002,1206.8519999999992,5898,3622,0,NO,NO,,NO,NO,NO
20,tbar_1,tbar_3,defects4j,Time_2,7200.587000000023,11.012,0.0,7152.699000000023,0.0,7083,0,0,NO,NO,,NO,NO,NO
21,dynamoth_1,dynamoth_1,defects4j,Time_2,23.86099999999998,9.585,23.86099999999998,0,0,0,0,0,NO,NO,,NO,-,NO
22,nopol_1,nopol_1,defects4j,Time_3,3431.4059999999995,12.407,3431.4059999999995,0,0,0,0,0,NO,NO,,NO,-,NO
23,simfix_0,simfix_1,defects4j,Time_3,1263.1649999999997,13.849,0.0,1194.4939999999997,0.0,1747,0,0,NO,NO,,NO,NO,NO
24,simfix_0,simfix_2,defects4j,Time_3,1392.7579999999994,13.849,0.0,1195.2349999999997,128.85199999999963,1748,2860,0,NO,NO,,NO,NO,NO
25,simfix_0,simfix_3,defects4j,Time_3,8706.257000000001,13.849,0.0,1194.4939999999997,7443.092000000001,1747,2310308,0,NO,NO,,NO,NO,NO
26,simfix_2,simfix_1,defects4j,Time_3,7395.519999999993,14.06,0.0,3020.552999999994,4140.655999999999,5020,116079,0,NO,NO,,YES,NO,NO
27,simfix_2,simfix_2,defects4j,Time_3,8031.030000000017,14.06,0.0,5443.909000000016,2352.810000000001,8746,12345,0,NO,NO,,YES,NO,NO
28,simfix_2,simfix_3,defects4j,Time_3,8128.518999999999,14.06,0.0,1044.1219999999985,6850.086,1747,2310308,0,NO,NO,,YES,NO,NO
29,tbar_0,tbar_1,defects4j,Time_3,855.5000000000008,13.724,0.0,842.9970000000014,0.0,1069,0,0,NO,NO,,NO,NO,NO
30,tbar_0,tbar_2,defects4j,Time_3,1024.4790000000007,13.724,0.0,844.0280000000014,167.9479999999999,1070,2995,0,NO,NO,,NO,NO,NO
31,tbar_0,tbar_3,defects4j,Time_3,7211.441000000003,13.724,0.0,842.9970000000014,6355.9410000000025,1069,2451673,0,NO,NO,,NO,NO,NO
32,tbar_1,tbar_1,defects4j,Time_3,7199.448999999972,13.863,0.0,7146.535999999971,0.0,7632,0,0,NO,NO,,NO,NO,NO
33,tbar_1,tbar_2,defects4j,Time_3,7208.483999999993,13.863,0.0,5851.0869999999895,1304.484000000002,6431,19790,0,NO,NO,,NO,NO,NO
34,tbar_1,tbar_3,defects4j,Time_3,7200.723999999972,13.863,0.0,7147.810999999971,0.0,7633,0,0,NO,NO,,NO,NO,NO
